video_id,comment_text,likes,published_at,reply_count
2ZD7VbRrymY,What show is this Called I NEED TO WATCH IT 😂😂😂😂😂😂,0,2025-12-29T06:06:43Z,0
2ZD7VbRrymY,Video name?,0,2025-12-28T23:44:18Z,0
2ZD7VbRrymY,😂😅😅😅😅😅😂😂😂😂😂😂😂😅😅😅😅😅😅😅😅😅,0,2025-12-28T17:03:57Z,0
2ZD7VbRrymY,Lotsfliars,0,2025-12-28T17:03:24Z,0
2ZD7VbRrymY,BRIGHTON BOY! BRIGHTON BOY!,0,2025-12-28T14:11:38Z,0
2ZD7VbRrymY,"Small creators here
👇👇👇",0,2025-12-28T08:42:30Z,0
2ZD7VbRrymY,I can't understand them cuz british is chinese,1,2025-12-28T08:38:22Z,0
2ZD7VbRrymY,“Lots of liars” should be number one it is so so funny,0,2025-12-28T01:29:57Z,0
2ZD7VbRrymY,Roasting without cursing is crazy 😭😭,0,2025-12-27T23:44:31Z,0
2ZD7VbRrymY,"You don,t give girls flowers you give them fish and chips brighton boy",0,2025-12-27T17:17:08Z,0
2ZD7VbRrymY,"Rose are red, violet are blue, I have five finger 🤌, Middle fingers for you 🖕",0,2025-12-27T17:08:29Z,0
2ZD7VbRrymY,"Does anyone know the name of the show?
I want to watch the whole clip😂",0,2025-12-27T07:25:57Z,0
2ZD7VbRrymY,Bro should've roasted the rapper for that haircut 😭,1,2025-12-27T06:05:48Z,0
2ZD7VbRrymY,Can someone please tell me what this show is called it seems amazing,0,2025-12-27T02:32:18Z,0
2ZD7VbRrymY,Bro mom should’ve done plan b and that’s push her down the stairs,0,2025-12-26T23:13:09Z,0
2ZD7VbRrymY,in all seriousness the lady in number 6 is fine,1,2025-12-26T22:49:27Z,0
2ZD7VbRrymY,i need the name,0,2025-12-26T20:44:02Z,0
2ZD7VbRrymY,The mom rap wasn't even that gud so how did that guy even become a rapper 😂😂,0,2025-12-26T14:06:09Z,0
2ZD7VbRrymY,"Hardfordshire is crazy
edit: i liked my own comment",1,2025-12-26T11:55:45Z,0
2ZD7VbRrymY,Kids cooked the man’s fr,0,2025-12-26T06:31:23Z,0
2ZD7VbRrymY,He looks like Foden from soccer,0,2025-12-26T00:51:18Z,0
2ZD7VbRrymY,So like are the kids getting money,0,2025-12-25T21:17:59Z,0
2ZD7VbRrymY,Hi,0,2025-12-25T14:20:39Z,0
2ZD7VbRrymY,“3” the mentality on that is crazyy,0,2025-12-25T06:25:59Z,0
2ZD7VbRrymY,Can someone tell me the name of the show?,0,2025-12-25T04:33:39Z,0
2ZD7VbRrymY,Sure is the biggest,0,2025-12-24T22:14:36Z,0
2ZD7VbRrymY,"""What monstrosity is under that Durga?""

Let me add something... *A disco ball*

(He's bald)",0,2025-12-24T19:12:34Z,0
2ZD7VbRrymY,"""Uhm its actually Hertfordshire🤓☝️""",1,2025-12-24T06:54:21Z,0
2ZD7VbRrymY,These kids are absolutely diabolical,0,2025-12-24T02:08:46Z,0
2ZD7VbRrymY,Yeah what monstrosity is under that du-rag,0,2025-12-23T10:40:21Z,0
2ZD7VbRrymY,"""What Monstrosity Is Under That Durag?"" help 😭✋",1,2025-12-22T09:26:05Z,0
2ZD7VbRrymY,DAMM 5 AND 2 LIKE DAMMM,0,2025-12-21T16:22:12Z,0
2ZD7VbRrymY,"the fact how ardi said yea i should 
got me dying",0,2025-12-21T10:57:39Z,0
2ZD7VbRrymY,What YouTube channel is this from?,0,2025-12-21T03:50:31Z,0
2ZD7VbRrymY,Bro Ardi sounds so much like fucking Spanner 🥀✌🏿,0,2025-12-20T13:33:09Z,0
2ZD7VbRrymY,"As a British person, I find this very funny",0,2025-12-20T04:05:15Z,0
2ZD7VbRrymY,Hello! If your looking for more videos like this.... There channel is called..... Channel 4.0 so if you are looking foward to videos like this there channel is called Channel 4.0 like i said earlier!,0,2025-12-20T03:20:59Z,0
2ZD7VbRrymY,Hertfordshire accent is the best in the UK,0,2025-12-20T02:38:46Z,0
2ZD7VbRrymY,"The British accents r the best thing to start with ""well people lies this days"" And when he said ""You look to young shouldn't u be up here with us?"" And ""No one wants to see that.."" js happens unexpectedly out of no we're😂",0,2025-12-20T01:04:07Z,0
2ZD7VbRrymY,Where is hartfordshire,0,2025-12-19T16:17:55Z,0
2ZD7VbRrymY,Bro number 3 and 6 is crazyyyyyy😂😂😂😂,0,2025-12-19T15:51:45Z,0
2ZD7VbRrymY,"OK, but the mixing bowl thing was genius",0,2025-12-19T10:15:20Z,0
2ZD7VbRrymY,Mmmm toast,0,2025-12-19T08:11:49Z,0
2ZD7VbRrymY,“What monstrosity is under that do rag”😂😂 got me rolling on the floor,0,2025-12-19T03:54:02Z,0
2ZD7VbRrymY,Brighton boy had a good fit tho,1,2025-12-19T02:20:43Z,0
2ZD7VbRrymY,This is so funny 😂😂,0,2025-12-18T23:20:42Z,0
2ZD7VbRrymY,What channel is this I need to watch it,0,2025-12-18T22:15:30Z,0
2ZD7VbRrymY,video name?,0,2025-12-18T21:17:48Z,0
2ZD7VbRrymY,For anyone who doesn’t understand Brighton is an area on the English coast famous for fish and chips and Hertfordshire is a posh area,1,2025-12-17T12:13:40Z,0
2ZD7VbRrymY,Brighton boy is the rapper,0,2025-12-17T10:42:50Z,0
2ZD7VbRrymY,Ya,0,2025-12-16T22:20:25Z,0
2ZD7VbRrymY,6  ❤❤❤❤❤❤❤❤❤❤❤,0,2025-12-16T20:36:00Z,0
2ZD7VbRrymY,Those kids are the best😂,0,2025-12-16T11:03:06Z,0
2ZD7VbRrymY,It's ALWAYS Elias😹😹,0,2025-12-16T06:39:46Z,0
2ZD7VbRrymY,i NEED to know what video this is,1,2025-12-16T03:43:32Z,0
2ZD7VbRrymY,Number 3 braghtion boy just got me rolling 😂😂😂😂😂😂😂,0,2025-12-16T02:22:19Z,0
2ZD7VbRrymY,HelloKittyGrahDur,0,2025-12-15T22:52:26Z,0
2ZD7VbRrymY,Pre teens are ruthless 😭😭😭💀💀💀,0,2025-12-15T15:30:38Z,0
2ZD7VbRrymY,"""Brighton Boy""
hahahahha",0,2025-12-15T11:57:45Z,0
2ZD7VbRrymY,What is this actual channel’s name?,1,2025-12-15T01:31:09Z,0
2ZD7VbRrymY,"Bro these kids, bestest",0,2025-12-14T22:22:49Z,0
2ZD7VbRrymY,What’s this show called?,0,2025-12-14T21:57:07Z,0
2ZD7VbRrymY,Not him roasting every single one of them!😭,0,2025-12-14T20:33:52Z,0
2ZD7VbRrymY,# 6 should be way higher,0,2025-12-14T20:17:04Z,0
2ZD7VbRrymY,I would say you are definitely the biggest,0,2025-12-14T19:25:16Z,0
2ZD7VbRrymY,Bro they're cookin,0,2025-12-14T17:13:07Z,0
2ZD7VbRrymY,U give em fish and chips is crazzy,0,2025-12-13T21:09:06Z,0
2ZD7VbRrymY,This cracked me up it made my juice go in my nose😂😂😂😂😂😂😂,0,2025-12-13T13:11:40Z,1
2ZD7VbRrymY,The holy 3k comment!,0,2025-12-13T18:40:24Z,0
2ZD7VbRrymY,Kids just being kids 😂😂,0,2025-12-13T06:23:14Z,0
2ZD7VbRrymY,What video is that from,0,2025-12-13T03:17:22Z,0
2ZD7VbRrymY,LoL 🤣 💀☠️,0,2025-12-13T03:06:48Z,0
2ZD7VbRrymY,video name,0,2025-12-12T23:30:59Z,0
2ZD7VbRrymY,The fact that when she said “I am ivy the  biggest and the baddest” the boy just said “why do you think that your baddest?”,0,2025-12-12T22:23:55Z,0
2ZD7VbRrymY,"😂
-M-
A",0,2025-12-12T19:05:27Z,0
2ZD7VbRrymY,I am using my uncles phone and i am 8 i think all of this is true,0,2025-12-12T09:11:55Z,0
2ZD7VbRrymY,😂😂😂😂😂,0,2025-12-12T04:13:56Z,0
2ZD7VbRrymY,嘘つきが多いと打撃を受ける🗣💥🔥,0,2025-12-12T02:02:58Z,0
2ZD7VbRrymY,Lol bro they got cooked emotional damage,0,2025-12-11T22:38:53Z,0
2ZD7VbRrymY,Harley comeback😂,0,2025-12-11T19:59:46Z,0
2ZD7VbRrymY,Lei of liers now dais😂😂😂,0,2025-12-11T17:23:24Z,0
2ZD7VbRrymY,"I NEED TO WATCH THISSS😂
WHATS THE VID NAME BRO??",0,2025-12-11T12:44:54Z,0
2ZD7VbRrymY,Whats the full vid,0,2025-12-11T04:09:03Z,0
2ZD7VbRrymY,Roses are r violets are blue I have five fingers the middle one is for you 😂😂😂😂😂😂😂😂,0,2025-12-11T02:31:28Z,0
2ZD7VbRrymY,yo mama so slow it took her 9 months to make a joke-,0,2025-12-10T11:52:43Z,0
2ZD7VbRrymY,IM WHEEZING😭😭😭,0,2025-12-10T03:29:20Z,0
2ZD7VbRrymY,like youtube?,0,2025-12-10T02:51:59Z,0
2ZD7VbRrymY,what’s this on,0,2025-12-10T02:50:54Z,0
2ZD7VbRrymY,What is the name of this??? I wanna watch it now,1,2025-12-10T01:07:05Z,0
2ZD7VbRrymY,Wait but why is the blonde kid kinda cute?,0,2025-12-10T00:50:53Z,0
2ZD7VbRrymY,number 2 and 1 is diabolical 😭,0,2025-12-09T13:43:36Z,0
2ZD7VbRrymY,Number 5 got more of a compliment than a roast😂😂,0,2025-12-09T00:42:11Z,0
2ZD7VbRrymY,This is so good I need to be feeling I’m christian,0,2025-12-08T19:20:02Z,0
2ZD7VbRrymY,Hahaha,0,2025-12-08T15:35:20Z,0
2ZD7VbRrymY,Yoo Kids Roasts Cool,0,2025-12-08T10:12:08Z,1
2ZD7VbRrymY,do you know.. did theres eminem? its looks like same,0,2025-12-08T13:54:23Z,0
2ZD7VbRrymY,what is this,0,2025-12-08T09:45:34Z,0
2ZD7VbRrymY,ts aint tuff 💔,0,2025-12-08T07:18:50Z,0
2ZD7VbRrymY,This so cringe,0,2025-12-08T05:34:02Z,0
2ZD7VbRrymY,whats the vid called,0,2025-12-08T00:59:59Z,0
2ZD7VbRrymY,What is the video called,0,2025-12-07T22:18:22Z,0
2ZD7VbRrymY,💀💀💀💀💀,0,2025-12-07T19:50:39Z,0
2ZD7VbRrymY,Bro    gat  roast😂,0,2025-12-07T15:25:25Z,0
2ZD7VbRrymY,Brighton boy 🤣🤣🤣,0,2025-12-07T14:44:22Z,0
2ZD7VbRrymY,Why would u smell a childs momma,0,2025-12-06T23:03:27Z,0
2ZD7VbRrymY,She is the BIGGEST there not lying about that,0,2025-12-06T21:19:20Z,0
2ZD7VbRrymY,What vid is that i had to watch it fam,0,2025-12-06T19:37:44Z,0
2ZD7VbRrymY,Yeah you give em fish and chips Brighton boy is wild,0,2025-12-06T18:30:25Z,0
2ZD7VbRrymY,The 3rd one and the 2nd one are diabolical,0,2025-12-06T15:34:31Z,0
2ZD7VbRrymY,I’m actually the biggest and the baddest,0,2025-12-06T14:03:42Z,0
2ZD7VbRrymY,There youtube,1,2025-12-06T12:03:34Z,0
2ZD7VbRrymY,It is called ”minor issues”,0,2025-12-06T10:37:03Z,0
2ZD7VbRrymY,😢,0,2025-12-06T10:09:15Z,0
2ZD7VbRrymY,I don’t get the bright’n boy and hartfordshire,0,2025-12-06T08:09:30Z,0
2ZD7VbRrymY,😂😂😂😂😂😂,1,2025-12-06T02:24:11Z,0
2ZD7VbRrymY,Whats the og vid,0,2025-12-05T20:47:00Z,0
2ZD7VbRrymY,is that stepz?,0,2025-12-05T17:10:09Z,0
2ZD7VbRrymY,number 3 Is my fav,0,2025-12-05T17:06:20Z,0
2ZD7VbRrymY,What’s the video called?,0,2025-12-05T15:59:02Z,0
2ZD7VbRrymY,I'm FrOm HeArTfOrDsHiRe🤓🫷👆👆,1,2025-12-05T12:17:29Z,0
2ZD7VbRrymY,What’s the original video called and where can I find it lol,0,2025-12-04T21:52:54Z,0
2ZD7VbRrymY,"MEH FAV THINK TO WATCH NOW "" WUT MONSTROSITY IS UNDER THAT DIRAG"" LIKE DAYNM",1,2025-12-04T21:41:26Z,0
2ZD7VbRrymY,💀,0,2025-12-04T18:14:59Z,0
2ZD7VbRrymY,Your mum made a mistake is a HUGE understatement,0,2025-12-04T04:52:01Z,0
2ZD7VbRrymY,I forgot what that channel was called,0,2025-12-04T01:21:42Z,0
2ZD7VbRrymY,It's probably those dishes that are telling her that she is the baddest,0,2025-12-03T18:42:58Z,0
2ZD7VbRrymY,Double you,0,2025-12-03T17:50:55Z,0
2ZD7VbRrymY,Video is from @channel4.0 just so you know,0,2025-12-03T15:12:23Z,0
2ZD7VbRrymY,"""What did you say sir?""
Me: I say your nose is like a double barrel shotgun.",0,2025-12-03T09:14:23Z,0
2ZD7VbRrymY,0:09  wow,0,2025-12-03T04:55:23Z,0
2ZD7VbRrymY,TAG @ETHANNNN,0,2025-12-02T23:18:06Z,0
2ZD7VbRrymY,Bro the Brighton boy one bro resll has beef with him,0,2025-12-02T22:42:27Z,0
2ZD7VbRrymY,Lot of liars now a days got me laughing 😂😂😂😂😂😂😂😂😂😂,0,2025-12-02T13:20:08Z,0
2ZD7VbRrymY,"Her: im the baddest
Me: then why arent you in jail yet?",0,2025-12-02T12:44:09Z,0
2ZD7VbRrymY,BRO THE BRITISH ACCENT-,0,2025-12-02T06:30:09Z,0
2ZD7VbRrymY,"She ain’t the baddest, but she’s the biggest😂😂",0,2025-12-02T05:52:51Z,0
2ZD7VbRrymY,😂😂😂😂😂😂😂😂😂,0,2025-12-01T17:47:00Z,0
2ZD7VbRrymY,That dry roast after 5 was so funny 😂😂😂,1,2025-12-01T17:29:24Z,0
2ZD7VbRrymY,I saw my friend Alex Ranganathan (Romesh Ranganathan) in this,0,2025-12-01T16:27:52Z,0
2ZD7VbRrymY,Getting roasted by kids is CRAZZZYYYY,0,2025-12-01T07:40:44Z,0
2ZD7VbRrymY,Number 4 was rethought his whole life,0,2025-12-01T07:11:55Z,0
2ZD7VbRrymY,kids roast always hit the hardest,0,2025-12-01T07:02:36Z,0
2ZD7VbRrymY,6 should be a lot more down the list,0,2025-12-01T00:13:43Z,0
2ZD7VbRrymY,She is the biggest 😭🙏🏻,0,2025-11-30T19:31:43Z,0
2ZD7VbRrymY,Aura,0,2025-11-30T15:51:56Z,0
2ZD7VbRrymY,Where can i watch the video 😂,0,2025-11-30T15:40:11Z,0
2ZD7VbRrymY,What is this video called,0,2025-11-30T13:26:42Z,0
2ZD7VbRrymY,"bro not the “a lot of liars,nowadays” it make me laugh so loud",0,2025-11-30T10:15:50Z,0
2ZD7VbRrymY,That is why you should NEVER under estimated children,0,2025-11-30T07:59:19Z,0
2ZD7VbRrymY,"Bro, getting roasted by little kids😂",0,2025-11-30T04:51:23Z,0
2ZD7VbRrymY,Channel name???,1,2025-11-30T03:56:29Z,0
2ZD7VbRrymY,I watched the Video and the one with the British accent is name is Harley,0,2025-11-30T01:22:01Z,0
2ZD7VbRrymY,"The ""Lots Of Liars"" girl kinda sounded like Stella from helluva boss lmao",0,2025-11-29T21:47:29Z,0
2ZD7VbRrymY,let the boy cook,0,2025-11-29T21:46:02Z,0
2ZD7VbRrymY,For number six I would have said your definitely the biggest 😂😂😂😂,0,2025-11-29T20:00:20Z,0
2ZD7VbRrymY,What monstrosity is under that durag,0,2025-11-29T16:06:41Z,0
2ZD7VbRrymY,Eminem,0,2025-11-29T03:05:03Z,0
2ZD7VbRrymY,The 6th one should be the 1st ✋️😭,0,2025-11-29T02:46:51Z,0
2ZD7VbRrymY,I've got good one your mum's so old she sleeps in the artillery😂,0,2025-11-28T22:01:00Z,0
2ZD7VbRrymY,Yeah you give em fish and chips😂😂😂😂😂,0,2025-11-28T17:26:10Z,0
2ZD7VbRrymY,Oh wow that’s my sister in a bad mood,0,2025-11-28T16:54:06Z,0
2ZD7VbRrymY,"For those who dont understand 

The Art and Industry: A Guide to the Filmmaking Process
​Filmmaking is often perceived as a singular, glamorous event centered on actors and directors, yet the reality is that creating a movie is a rigorous, multi-year process divided into five distinct and crucial phases. Moving a film from an initial concept to a final, polished product requires precise organization, immense collaboration, and a consistent vision. Understanding this structure—Development, Pre-Production, Production, Post-Production, and Distribution—is essential to grasping the true scope of cinematic art.
​The journey begins with Development and Pre-Production, the blueprint stages that define the film’s entire scope. Development involves concept generation, securing rights, and, most importantly, scriptwriting. Once the script is locked, Pre-Production commences. This phase is dedicated entirely to planning and scheduling, transforming the written word into a practical shooting strategy. Key tasks include hiring the core crew (cinematographer, production designer), casting the actors, location scouting, building sets, and meticulously budgeting. Every minute of the shoot is mapped out in the master document, often called the production schedule, which serves as the logistical bible for the entire project. The successful execution of a film is directly proportional to the thoroughness of its Pre-Production phase.
​The third stage, Production, is the execution phase, commonly referred to simply as ""the shoot."" Though often the shortest in duration, it is by far the most expensive and intense. The core objective is to capture all necessary visual and auditory material efficiently. On set, the director works closely with the Director of Photography (DP) to block scenes, manage lighting, and guide actor performances, while the sound mixer records clean dialogue. Maintaining continuity—ensuring elements like props, costumes, and actor positions match from one shot to the next—is paramount. Time is the most valuable commodity during Production, making meticulous planning from the earlier stages a necessity to avoid costly delays.
​Following the wrapping of the shoot, the project enters Post-Production, the stage where the raw footage is assembled into a coherent narrative. This is where the film truly finds its rhythm and emotional shape. The editor takes hundreds of hours of footage and crafts the structure, leading to the ""picture lock"" when no further changes to the visual timing are allowed. Simultaneously, sound designers create an immersive soundscape (adding ambient sounds, Foley effects, and ADR), and a composer writes the score. Finally, visual effects (VFX) are integrated, and the color grader adjusts every frame to create a consistent, dramatic mood, culminating in the finished master copy.
​The final phase is Distribution and Marketing, the complex process of connecting the completed film with an audience. This involves determining the release strategy, whether through major studios, independent distributors, or the film festival circuit. Marketing teams craft trailers, posters, and press materials designed to generate buzz and define the film's identity in the marketplace. For all the artistic effort expended in the prior phases, the success of the film as a commercial venture hinges on the effectiveness of its distribution plan. Filmmaking, therefore, is not merely a creative act but a massive industrial mobilization, demanding collaboration and adherence to a structured process to bring a shared vision to life.",0,2025-11-28T14:22:00Z,0
2ZD7VbRrymY,Y'all I have a question what video is this called,0,2025-11-28T06:13:33Z,0
2ZD7VbRrymY,Where is the full vid?,0,2025-11-28T02:40:21Z,0
2ZD7VbRrymY,Daammmmnnnnnnn 😂😂😂,0,2025-11-28T01:37:13Z,0
2ZD7VbRrymY,Channel name,0,2025-11-27T15:10:28Z,0
2ZD7VbRrymY,What about lay lay,0,2025-11-27T10:13:31Z,0
2ZD7VbRrymY,Roses are red violet arre blue if i flush the toeilet i remeber you,0,2025-11-27T06:13:49Z,1
2ZD7VbRrymY,Hoghten chips boy,0,2025-11-27T06:14:08Z,0
2ZD7VbRrymY,"He could have said ""your the biggest alright"" ngl.",0,2025-11-26T22:53:19Z,0
2ZD7VbRrymY,ardi caught a stray 😭,0,2025-11-26T08:26:19Z,0
2ZD7VbRrymY,Why were most of the roasts by the same kid 😭,0,2025-11-26T08:21:09Z,0
2ZD7VbRrymY,FACTS😂,1,2025-11-25T19:37:28Z,0
2ZD7VbRrymY,People spent hundreds of dollars to see the sahara desert even tho bro carrying it in his forehead ; ),0,2025-11-25T18:50:02Z,1
2ZD7VbRrymY,Second guy BTW,0,2025-11-25T18:50:52Z,0
2ZD7VbRrymY,People say i am and i believe lot of liers now days,0,2025-11-25T16:54:59Z,0
2ZD7VbRrymY,If I was there I would say your mom is so slow it took her 9 months to make a joke 😂,0,2025-11-25T04:03:31Z,0
2ZD7VbRrymY,Lot of liers,1,2025-11-25T02:57:22Z,0
2ZD7VbRrymY,this is from MINOR ISSUES,0,2025-11-25T01:48:28Z,0
2ZD7VbRrymY,"“No one wants to see that”
Very true😭🙏",0,2025-11-24T02:03:33Z,0
2ZD7VbRrymY,These kids are wild 😭,0,2025-11-23T19:37:39Z,0
2ZD7VbRrymY,You give them nothing and sometimes you give them toys,0,2025-11-23T19:19:06Z,0
2ZD7VbRrymY,I can’t stop watching this😂😂😂😂,1,2025-11-23T12:56:14Z,0
2ZD7VbRrymY,That’s so funny😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,2025-11-23T12:54:57Z,0
2ZD7VbRrymY,This got me laughing so hard,1,2025-11-23T03:23:11Z,0
2ZD7VbRrymY,Go back to your Harry Potter country lil boy*ahh💔,0,2025-11-22T16:39:58Z,0
2ZD7VbRrymY,Also the Brighton boy FiSh AnD ChIpS got me laughing to,0,2025-11-22T14:39:50Z,0
